hashId,event_count,unique_viewers,avg_time_spent
0cok5uvy-1,1,1,7.46
0cryycuw-1,1,1,6.882
0cuk75jp-1,62,56,5.1773870967741935
0cx5nm5w-1,1,1,0.858
0d15mtma-1,379,296,4.823385224274406
0dbxaf5m-1,519,385,10.716071290944123
0dgmobws-1,2,2,1.053
0dnrfltz-1,539,403,10.17974211502783
0dq9mhho-1,607,435,8.028520593080724
0dqtk441-1,1,1,2.054
0dwyppu7-1,4,3,9.14775
0dzrihlw-1,314,264,8.223471337579618
0e9bd3jm-1,254,200,6.18305905511811
0ebz6lhl-1,372,314,4.487596774193548
0ecgoutk-1,354,289,7.327290960451977
0eewwbfy-1,288,240,8.677420138888888
0efcdz4m-1,416,323,8.22775
0egmz30o-1,256,211,5.77269140625
0ejx2lem-1,2,1,2.7489999999999997
0eozqtdj-1,290,252,2.9004310344827586
0f1i3ind-1,352,288,6.968380681818181
0fchmb1c-1,420,313,8.625069047619048
0fcl7fub-1,18,16,5.576944444444444
0fcl7fub-2,310,260,8.823267741935485
0fricabu-1,361,290,9.431495844875347
0fvo143y-1,8,5,3.4173750000000003
0g0t9ctc-1,336,284,8.702110119047619
0gaihelz-1,553,427,9.364551537070524
0gbdi6vd-1,1,1,4.009
0ge8m3ms-1,403,322,3.441292803970223
0ghvroom-1,19,17,7.699894736842105
0ghvroom-2,247,206,6.529910931174089
0giwpcl1-1,1,1,0.81
0gnsawp2-1,719,554,36.54770375521558
0gw6plro-1,357,304,6.347498599439775
0h3cy8nf-1,556,429,5.784838129496403
0hcrvyvy-1,906,698,11.167637969094923
0hqyx3ys-1,316,264,4.425174050632911
0hrvhldc-1,1,1,22.484
0hthneba-1,2,2,0.6345000000000001
0hvvr4zx-1,1244,835,12.451534565916399
0i4vn75y-1,1,1,1.511
0ibeewoz-1,1,1,6.843
0iicdtyj-1,2,2,4.822
0iiqvi0g-2,2,2,6.554499999999999
0iuhgoe9-1,3,1,1.1386666666666667
0j9rtoxq-1,2,1,0.8735
0jfauylf-1,5,3,1.9240000000000002
0jgoboh8-1,5,4,17.9002
0jnzt7jj-1,23,21,8.29304347826087
0jnzt7jj-2,389,306,7.268691516709512
0jww8ezb-1,778,612,10.584784061696658
0k6v0sfr-1,1,1,0.428
0k8ggpct-1,468,381,6.788076923076924
0l5aycyt-1,3,2,1.8016666666666667
0l6ddjrm-1,1,1,1.023
0leqvktu-1,658,524,9.747604863221884
0lhsjinb-1,290,245,4.316724137931034
0lomwvvb-1,249,197,4.272305220883535
0mefv5jm-1,9,5,8.298666666666668
0mjx37of-1,330,271,7.367187878787879
0mpstyyd-1,14,11,10.936285714285715
0mpstyyd-2,351,291,6.222051282051282
0n3qmdma-1,1,1,1.116
0neqhxd3-1,2,2,7.4225
0neufphx-1,504,401,12.58393253968254
0nf3cgjg-1,431,307,6.09269373549884
0nfnti2w-1,227,189,4.427757709251101
0nimvnlt-1,471,367,11.46308280254777
0nnnjywj-1,254,208,6.757503937007874
0nvrut2k-1,406,334,8.05943842364532
0nxjl6yf-1,305,230,4.296367213114754
0o3nlk5r-1,2,1,34.5145
0oaeojsu-1,591,470,12.696605752961084
0odqyg6i-1,430,352,9.508567441860466
0ofaerlp-1,4,4,8.6825
0orjd88z-1,355,298,9.194949295774647
0ou4ppbq-1,325,259,6.518975384615384
0p0zmsry-1,974,692,13.435213552361395
0phehtn0-2,4,3,2.1645
0pmnhfpv-1,438,339,4.80927397260274
0pvvjp1s-1,442,382,11.023425339366517
0pwdtk3q-2,5,1,1.4236
0q2awmiu-1,273,221,7.439443223443224
0q3lfyt6-1,3,1,1.9736666666666667
0q5nbiwt-1,379,300,5.306242744063325
0qcjor7b-1,1,1,0.657
0qetwnur-1,425,321,7.415228235294118
0qf8fmww-1,1,1,2.292
0qil4xaf-1,562,435,11.177939501779358
0qimzn5l-1,9,5,5.118333333333333
0qlmcvdn-1,3,2,18.582666666666665
0qlr205u-1,363,302,7.777625344352618
0qlynexl-1,515,429,9.814196116504855
0qm4cs2e-1,386,322,6.465730569948186
0qtlrkq3-1,2,1,0.553
0quqqr4e-1,304,263,6.325368421052632
0qv5bc7z-1,367,307,8.952811989100816
0qw7yff1-1,523,404,8.199271510516253
0qybpvws-1,387,324,4.656811369509044
0qyjxdlv-1,322,280,3.2657360248447205
0rblplsk-1,4,4,13.54175
0ro4kjyj-1,606,457,9.846711221122112
0rricgd7-2,4,3,0.6995
0rtt0gwt-1,1,1,2.363
0s83ios6-1,529,426,8.420406427221172
0s8w7rko-1,307,247,6.951032573289902
0sf5r32t-1,2,2,2.09
0si1ukbp-1,1,1,2.217
0sm9l5b9-1,291,244,9.197467353951891
0sqaerhu-1,342,281,4.642245614035088
0szphuzk-1,21,18,8.782047619047619
0szphuzk-2,296,233,7.191064189189189
0te56aw7-1,6,4,3.0621666666666667
0tfclpg8-1,16,14,14.393
0tfclpg8-2,708,555,15.574470338983051
0tmcrlme-1,435,337,14.541142528735632
0tnb3vuv-1,390,292,6.825848717948718
0trjpmgl-1,345,293,6.65876231884058
0tss6slg-1,345,284,5.387544927536232
0tuqim2e-1,245,195,3.492865306122449
0tz91ib6-1,421,321,8.550479809976247
0u1ws9mg-1,1059,764,15.435120868744098
0uaprhhx-1,1,1,0.304
0ugu0iyv-1,357,281,5.712470588235294
0uhn1qoz-1,1,1,0.657
0ul5a9ki-1,1,1,11.872
0uvpevn5-1,15,13,8.506
0uvpevn5-2,963,761,8.21176220145379
0uvwz6ij-1,478,367,5.560253138075313
0uwq9veo-1,388,317,4.040298969072165
0uymeqc5-1,258,213,4.0693565891472865
0v36ujvv-1,1,1,1.3
0v9vfqcd-1,333,266,5.4448888888888884
0vbjrusw-1,407,323,6.260567567567567
0vdvesf8-1,12,12,7.627916666666667
0vdvesf8-2,257,223,4.479392996108949
0vglrcbg-1,468,382,11.760314102564102
0vkgsktt-1,180,150,5.1996
0vufnn0q-1,5,4,1.9322
0vxmsfa9-1,2,2,11.245999999999999
0vybuote-1,363,285,5.63830303030303
0vzcuxkx-1,407,330,7.664690417690418
0wanwmm6-1,259,219,5.650490347490348
0wiabdcs-1,1,1,0.662
0wqwrljb-1,4,2,8.975249999999999
0wzpddgj-1,328,248,4.645899390243902
0x3jbqzm-1,476,386,9.056577731092435
0xdwasyz-1,11,11,7.655181818181819
0xdwasyz-2,248,195,9.895810483870967
0xe8kkqv-1,291,238,5.489951890034364
0xifqtpm-1,3,1,0.40666666666666673
0xkcf8zu-1,18,17,8.448222222222222
0xkcf8zu-2,230,199,6.091539130434783
0xlsvafr-1,132,112,12.494916666666667
0xp31ord-1,18,14,6.621777777777777
0xp31ord-2,240,190,6.176054166666666
0xzfabbx-1,4,4,7.850750000000001
0xzfabbx-2,269,205,14.09796654275093
0y3xhy1a-1,533,439,10.727131332082552
0y6qgank-1,1,1,0.424
0yf5nkb5-1,250,220,8.298748
0yix6bc2-1,1,1,0.626
0yobglfc-1,259,209,3.022127413127413
0yplthck-1,581,447,8.456853700516351
0ystxwet-1,277,240,5.571111913357401
0z5uxpwp-1,2,1,5.945
0za2r5nj-1,470,390,6.802474468085107
0zblfzmm-1,391,317,10.232826086956521
0zndrdvb-1,9,9,20.37188888888889
0zndrdvb-2,53,46,7.130132075471698
105xykgy-1,15,13,13.272666666666668
105xykgy-2,354,294,13.834836158192092
10rxkq7v-1,1,1,0.361
10vwuc3h-1,3,3,3.97
10z8jlel-1,287,242,6.198808362369338
110d6fmb-1,850,618,11.709777647058823
11bdbntl-1,364,299,7.795214285714286
11icmtst-1,14,14,5.6082857142857145
11icmtst-2,273,227,4.602919413919414
11tduvmi-1,265,228,4.990675471698113
11wqwlly-1,338,285,7.586855029585799
125kdg0f-1,396,320,8.15019696969697
12cmtka5-1,1,1,1.651
12ycbrqb-1,17,17,7.8580588235294115
12ycbrqb-2,242,199,4.564921487603306
131fzwuk-1,330,274,7.063560606060606
13se2a2y-1,580,472,8.205174137931035
13sz9xdx-1,275,214,2.8311272727272727
13uebzki-1,359,294,8.231175487465181
13urmif9-1,3,1,4.873
141gaaav-1,966,664,11.890293995859214
14cdywgi-1,21,16,3.2786190476190478
14cdywgi-2,355,282,4.4425633802816895
14kueqa6-1,631,466,6.455852614896989
156q8qzg-1,2,1,1.5665
15kagxaq-1,169,134,12.174076923076923
15lkucmp-1,1,1,0.639
15o0w35u-1,2,2,5.405
15oxvxwf-1,229,178,5.688445414847162
164sgt2m-1,2,1,7.8845
16aa5xuf-1,714,512,8.126173669467788
16i0jdlv-1,491,367,6.768885947046844
16lm0du6-1,19,16,6.481315789473684
16lm0du6-2,411,336,8.89639902676399
16olcgtv-1,393,333,5.241717557251908
17g62q6h-1,4,3,4.97425
17jixe4b-1,258,223,6.59931007751938
17qdbguu-1,22,18,9.685727272727272
17qdbguu-2,344,291,8.628409883720929
18sco3qe-1,3,2,12.137333333333332
194yiy1e-1,366,284,6.6306939890710375
19en0smb-1,5,4,2.431
19pqtomu-1,234,195,4.009034188034188
19uliqnu-1,3,3,3.044
19wcdqyn-1,652,483,12.667450920245399
1a3dwttg-1,7,3,3.9055714285714287
1abgtfs9-1,414,338,8.48742270531401
1aifnfbl-1,302,246,4.553165562913907
1alj1tec-1,281,219,5.5265800711743776
1am5noi8-1,28,20,6.283678571428571
1am5noi8-2,319,252,7.1498275862068965
1ax0bv2j-1,755,575,12.840002649006621
1axld6zc-1,1218,727,17.518887520525453
1b5ajovx-1,4,4,8.498999999999999
1b6fkajs-1,362,288,6.91356906077348
1b9gj8cl-1,4,4,1.358
1bcatgqe-1,1,1,1.678
1ben0avp-1,600,461,13.432364999999999
1bfegcdf-1,2,2,13.1815
1bndjlyd-1,366,304,6.156060109289617
1bp06vjm-1,1,1,0.495
1bq0a4jh-1,3,2,4.143999999999999
1bz0y0kx-1,1024,732,16.864970703125
1c2lvhuh-1,96,73,6.293
1c2lvhuh-2,177,145,9.022570621468928
1c2lvhuh-3,119,94,8.797848739495798
1c4smtc7-1,3,2,4.986
1couq7li-1,915,634,11.091217486338797
1cq05shx-1,3,1,2.3913333333333333
1cqsaizf-1,314,260,7.781108280254777
1ctit8wl-1,89,74,10.251606741573035
1ctit8wl-2,175,145,7.3252057142857145
1ctit8wl-3,121,96,12.32619008264463
1cvabrfq-1,293,237,7.713071672354948
1cyy0vm9-1,447,362,4.383684563758389
1d4swosx-1,293,252,6.6370000000000005
1daunkqx-1,300,238,5.40633
1ddswayx-1,373,284,5.118115281501341
1dfft1lt-1,320,264,5.898740625
1dggiuje-1,530,433,10.436601886792454
1dizuqnf-1,419,345,7.519105011933174
1dkabeee-1,3,3,17.592666666666666
1dlnhfnl-1,145,114,4.49748275862069
1dlubvc0-1,431,339,5.904865429234339
1du7zdg7-1,23,19,5.104521739130435
1du7zdg7-2,308,249,4.281925324675325
1dzvwcko-1,311,252,8.149855305466238
1eat4bgt-1,1,1,0.844
1ec5ojfd-1,449,353,4.987427616926503
1ehr0pes-1,2,2,8.7985
1enorruj-1,346,292,4.993225433526011
1epjp6vy-1,552,433,5.767365942028985
1f9vm869-1,492,400,9.071524390243901
1fas62b5-1,762,545,12.836009186351706
1fbosydo-1,1,1,5.19
1fdijofw-1,521,383,6.8088886756238
1fongdki-1,1,1,40.87
1ftd8xnv-1,273,230,6.610589743589744
1fydjgjp-1,329,264,4.239072948328268
1g0fboun-1,3,1,5.905
1g0tus8w-1,1,1,6.201
1gbclicy-1,3,3,13.913333333333334
1gc2tsht-1,452,358,8.91666814159292
1gcghylv-1,421,357,8.231087885985747
1ge8jsuy-1,236,188,7.764783898305085
1glqi7l5-1,399,317,6.337175438596491
1gqiv9mh-1,4,4,3.90625
1gx5d8vn-1,358,279,7.725896648044693
1hh0fq3o-1,2,1,7.7540000000000004
1hkconbe-1,25,20,6.33268
1hkconbe-2,304,259,4.433480263157895
1hkpcbpn-1,290,242,6.7402137931034485
1hma82fl-1,294,243,6.319581632653062
1hods29n-1,183,162,3.8510765027322402
1hq23tot-1,217,178,6.828009216589862
1hy3dea9-1,13,12,11.009153846153847
1hy3dea9-2,297,253,7.481309764309764
1i2cmz3w-1,743,535,11.981021534320321
1i43ejjt-1,836,531,11.908025119617225
1i4ijbiv-1,346,284,4.362684971098266
1i9rqyau-1,14,10,6.3795
1i9rqyau-2,163,142,5.345306748466258
1ilqaquy-1,404,314,9.709180693069307
1imfpcfh-1,220,182,4.276604545454545
1j1sdzsv-1,1,1,2.064
1j5c8cgy-1,306,258,5.010856209150327
1j7nostq-1,25,18,10.55096
1j7nostq-2,267,216,6.733947565543071
1je48agd-1,197,169,9.083
1jwysybj-1,1,1,3.186
1k3v2scx-1,392,314,7.07226275510204
1kd0yw5q-1,2,2,2.166
1ke9vrxd-1,4,4,5.5555
1keoui0g-1,21,14,13.238761904761905
1keoui0g-2,429,367,9.439272727272726
1kg9gl9n-1,1,1,0.517
1kp4mkk0-1,327,261,6.243217125382262
1lenpp1k-1,1,1,1.115
1lhgfmz7-1,505,413,10.578461386138613
1lpo8vwc-1,869,653,15.06914844649022
1m9gkdfo-1,3,2,6.386666666666667
1mlmlf1t-1,4,1,4.29
1mmqxnoq-1,443,352,8.753839729119639
1n73qofy-1,331,265,4.714688821752265
1nabna9j-1,1,1,40.183
1ncq8h33-1,1,1,0.13
1nfcd2zb-1,488,378,7.356936475409836
1nfrx53j-1,393,323,5.838620865139949
1nhjmjav-1,514,406,15.199091439688715
1nji9bo7-1,432,349,5.63350462962963
1nlag7dr-1,1,1,19.107
1nr0qru1-1,1,1,0.578
1nuybhax-1,3,2,2.278
1nx4kzsz-1,621,480,8.572304347826087
1nylbdy7-1,392,298,6.21022193877551
1nyzltvj-1,414,339,10.131084541062803
1o2rmngm-1,415,326,4.549236144578313
1o5kqyq7-1,4,2,0.59075
1oekun4a-1,408,313,7.316781862745097
1offws3d-1,3,1,1.6546666666666665
1ogvnvmn-1,345,292,5.320768115942029
1oijdckb-1,2,1,0.6955
1owa6vxr-1,34,31,5.831058823529411
1owa6vxr-2,327,250,5.480761467889908
1oyktqli-1,1,1,9.894
1p039q0f-1,1,1,100.132
1p65oddu-1,394,310,5.0306370558375635
1p7pxzc9-1,6,4,1.694
1pcf9enl-1,175,142,7.830554285714285
1plcyfsu-1,1,1,1.774
1px4myad-1,1,1,0.314
1pzby6cn-1,548,377,13.396841240875913
1qiuo7ko-1,2,2,13.958
1qjplwlm-1,1,1,1.551
1qmpi5it-1,341,273,5.111950146627565
1qtvw8lk-1,2,1,0.9484999999999999
1qull048-1,444,348,7.720166666666667
1qzr8pxa-1,373,288,7.845793565683647
1r2dcqpe-1,2,2,3.6465
1rctbi1t-1,250,220,3.753788
1rhsyos9-1,2,1,3.7479999999999998
1rn8fy1f-1,29,22,4.393
1rn8fy1f-2,371,313,4.686194070080862
1rv6x4zs-1,494,394,7.67536032388664
1rwgm3z8-1,666,512,10.64362012012012
1rwm6suf-1,1,1,0.409
1sbxjsht-1,552,457,9.636519927536233
1sdfmbzc-1,337,268,7.1999465875370925
1sfnwkho-1,470,373,9.904697872340424
1skhbgss-1,2,2,2.662
1snqbjzv-1,568,446,7.952125
1spql3xt-1,232,184,2.3565043103448278
1st9qavn-1,13,7,13.016307692307691
1stkcqwv-1,230,195,4.700147826086957
1t0b0d46-1,2,2,7.531
1t0gjt74-1,4,2,7.5625
1t3nbvyv-1,643,433,10.54960031104199
1tazi1rd-1,28,13,7.870857142857143
1tkz4ceq-1,221,185,5.153131221719457
1tm3usfx-1,1,1,2.274
1to5gruu-1,388,281,6.7889510309278345
1trvwcac-1,22,20,8.474499999999999
1trvwcac-2,344,285,4.225508720930232
1u57msc0-1,345,288,6.623156521739131
1u9drzwj-1,254,197,5.465157480314961
1udkhbq5-1,381,299,4.79924934383202
1uhg7cnp-1,530,407,11.287154716981131
1uoiasv1-1,1,1,0.595
1uvfvw7r-1,1028,588,17.95588326848249
1uxv34f4-1,853,602,11.325085580304806
1uzzmevf-1,355,284,7.431687323943662
1v5pgrvz-1,5,4,6.1204
1v9apubo-1,1151,880,13.820413553431798
1vaeramc-1,20,15,19.523649999999996
1vaeramc-2,290,243,4.929441379310345
1vbypscu-1,227,181,6.600189427312775
1vih63xo-1,659,508,10.982811836115326
1vqddsxq-1,6,4,8.466
1vwg2cfq-1,476,398,11.085193277310923
1wmoahjn-1,4,3,3.977
1wmoahjn-2,96,83,6.232072916666667
1wr3xgtu-1,2,2,1.7730000000000001
1wsvyefb-1,616,483,11.700672077922077
1wt2nxkv-1,534,428,6.753926966292135
1wushbaw-1,148,114,18.045567567567566
1wushbaw-2,442,351,11.62483257918552
1wushbaw-3,333,237,10.690960960960961
1wwl3wxh-1,302,242,4.29006953642384
1xdubz53-1,2,1,0.649
1xixjoty-2,3,2,8.742666666666667
1xqggjbb-1,32,25,7.030125
1xqggjbb-2,306,255,5.068375816993464
1xv541in-1,546,411,7.625108058608059
1y4e2vx7-1,5,4,3.2512
1yde3yyj-1,3,3,6.5793333333333335
1yk5nunz-1,1,1,6.017
1yoypsxg-1,434,352,7.567702764976958
1ypjkhd6-1,3,2,3.9266666666666663
1yxcg3yr-1,1,1,5.521
1yxfe6zz-1,198,169,10.604651515151515
1z5a9ggd-1,807,526,10.732014869888477
1zhhuhjn-1,1,1,0.412
1zmo1wyd-1,87,76,7.909977011494253
1zpxojfv-1,19,15,9.86636842105263
1zpxojfv-2,306,246,7.557238562091503
1zwvxq3g-1,850,634,14.593391764705881
2016rcm2-1,323,271,6.7001517027863775
20v5mlse-1,541,431,14.22880776340111
217kg4ph-1,218,179,7.817885321100917
21bwdhms-1,423,337,9.103964539007093
21ck64j7-1,2,2,2.493
21l6lfi2-1,16,14,11.20725
21l6lfi2-2,219,181,5.452648401826485
21nbsuy1-1,1,1,20.021
22sfcxd8-2,2,1,1.5635
22xxzyue-1,3,3,2.5536666666666665
22zisc3j-1,309,266,7.190663430420712
23frb6v1-1,2,2,4.2705
23jggcej-1,1,1,1.258
23pk8ulf-1,6,3,5.811333333333334
23yswp8s-1,253,209,9.149391304347825
23yw7mex-1,318,260,6.30725786163522
249z4o6d-1,2959,2108,6.461452855694491
24bewuvt-1,1,1,0.526
24dbaute-1,1376,915,13.530881540697674
24poznnf-1,441,353,10.628238095238094
24ptcwer-1,1,1,28.653
24tujtao-1,318,277,4.237584905660377
25lxuujs-1,379,293,6.807564643799473
25zvupdo-1,452,360,8.289842920353982
26ckp3ke-1,1,1,0.284
274exwle-1,1,1,12.986
27cdduxu-1,1,1,0.299
27ms12lt-1,343,267,6.398927113702624
287gv6rp-1,4,3,19.2215
28icse40-1,460,377,8.986554347826086
29afkeaj-1,1,1,1.552
29bfmcbt-1,296,250,4.77364527027027
29makq6z-1,5,3,23.713
29mbyuyj-1,473,388,9.02614376321353
29p0pv2h-1,6,5,9.9675
2a2ld6hn-1,2,2,7.234500000000001
2anrr64e-1,515,395,11.377912621359224
2aqwsvzg-1,413,327,7.369617433414044
2asp8dj2-1,345,290,7.058576811594202
2awxhzwm-1,25,19,6.74212
2awxhzwm-2,338,283,5.210295857988165
2b5mukg4-1,1,1,26.359
2b8msank-1,1,1,3.439
2bbshhah-1,370,296,5.789156756756756
2bqpmi7d-1,1229,828,15.195395443449959
2btss0rz-1,2,1,10.2305
2c2clz1k-1,1,1,7.258
2cicikvo-1,416,307,8.068877403846153
2cnx8yfa-1,531,360,6.742760828625236
2ctm3jav-1,394,297,9.387472081218275
2cxei60l-1,1,1,1.253
2d8aclk7-1,454,343,7.0347378854625555
2dbakept-1,268,222,26.91227985074627
2dcbjpuj-1,622,494,6.928749196141479
2dqb83m2-1,3,3,69.69099999999999
2dzxxpog-1,2,1,7.6165
2e0hiihj-1,1,1,5.412
2e3jadjd-1,7,7,6.738285714285714
2e5a3gpv-1,3,3,4.031
2e8hmuzi-1,1013,703,13.863120434353407
2egqcqqp-1,381,303,25.277845144356956
2eir34f2-1,3,2,8.472666666666667
2emzui9w-1,342,258,6.6586081871345035
2epw8peh-1,24,20,15.1445
2epw8peh-2,284,230,9.422200704225352
2eq4chf5-1,425,335,9.5116
2ezjlqxk-1,730,572,12.29168493150685
2f3zdjne-1,434,333,7.2500414746543775
2flydn20-1,6,3,1.732
2foidodm-1,1,1,5.386
2ftirsih-1,403,330,7.7507419354838705
2ftv8zsp-1,442,341,3.3942126696832577
2fuinrsd-1,1,1,0.761
2g1pjasm-1,285,240,5.462754385964912
2g5ohepr-1,1311,900,19.535885583524028
2gdelxht-1,2,1,0.357
2gpkbs40-1,290,245,6.187651724137932
2gykz3rw-1,440,346,8.68295909090909
2gzwhqs6-1,212,160,4.991183962264151
2gzwhqs6-2,91,70,3.1626483516483517
2htozsrg-1,2,2,14.232
2hw4ksrt-1,685,522,12.027023357664234
2i0fzz3v-1,32,22,6.847125
2i0fzz3v-2,438,359,8.77984703196347
2i2nva7y-1,87,73,7.409218390804598
2i2nva7y-2,139,115,6.686071942446043
2i2nva7y-3,83,64,8.340132530120481
2iaaptih-1,13,12,3.3540769230769234
2iaaptih-2,223,192,3.842394618834081
2ibbcg55-1,1,1,1.472
2ifphoj1-1,1,1,5.832
2ilpuurr-1,786,569,12.449954198473284
2iskllni-1,25,20,19.68724
2iskllni-2,474,386,11.874575949367088
2iwafp1u-1,2,2,0.625
2jkzzafx-1,371,304,9.557781671159029
2jn3gpnt-1,539,389,6.962031539888683
2juvnvmm-1,19,14,16.318473684210527
2juvnvmm-2,278,237,4.657647482014388
2jzlnimf-1,286,233,4.468461538461539
2k1yvzxg-1,5,3,8.354600000000001
2k4lruyx-1,372,294,5.133736559139785
2k5r8nkm-1,21,16,9.439285714285715
2k5r8nkm-2,292,248,6.80329794520548
2k6dvu1s-1,4,3,3.9200000000000004
2kk4ydgg-1,477,374,5.920511530398323
2kn6jgjj-1,1,1,2.15
2kqlsb6m-1,386,282,6.950383419689119
2kuwrfxe-1,347,272,4.575435158501441
2kz1odds-1,7,1,0.3822857142857143
2l1skgkf-1,1,1,7.123
2l75etqe-1,1,1,1.133
2lo53tqm-1,4,2,0.47550000000000003
2lp3rld3-1,329,258,3.59068085106383
2ltzdiy6-1,28,17,9.867678571428572
2ltzdiy6-2,391,316,10.99641432225064
2m5zifuz-1,34,31,4.140705882352941
2mbuj4ie-1,196,163,4.312341836734694
2mc75j1l-1,6,5,1.1603333333333332
2mjwafid-1,905,645,14.112532596685083
2mm4ldvr-1,6,5,16.2255
2mskpm2l-1,504,415,8.473878968253969
2mvdnccp-1,21,17,9.896809523809523
2mvdnccp-2,320,268,4.30653125
2n8rysft-1,737,590,9.982654002713705
2ng7gyki-1,9,6,4.901555555555555
2o5frkfk-1,3,1,1.338
2o6b87pq-1,375,303,7.184570666666667
2odr8ojs-1,28,8,2.133607142857143
2oqlrb1k-1,404,311,7.57379702970297
2owpqyss-1,2,2,11.3795
2oxyhowo-1,2,1,1.3464999999999998
2p1yry5g-1,1,1,20.904
2p35uz2o-1,2,2,1.613
2pj3it2l-1,304,240,4.247322368421052
2ppagopl-1,4,3,4.317
2pqxraxn-1,15,13,11.183533333333335
2pqxraxn-2,359,279,7.659590529247911
2q6k06qr-1,114,90,9.235736842105263
2q6k06qr-2,252,217,8.405757936507937
2q6k06qr-3,148,117,8.121162162162163
2qar4ku1-1,262,218,5.216881679389314
2qbndyeh-1,1,1,9.357
2qd2hjqp-1,11,11,1.6285454545454547
2qd2hjqp-2,179,157,2.4577150837988824
2qdx8xfj-1,2,1,2.6105
2qimdsmc-1,543,412,10.540355432780846
2qsthinl-1,1,1,3.288
2qubp8n4-1,341,290,6.782539589442815
2r2a2bsr-1,376,328,8.054739361702127
2rcqufnb-1,556,441,11.591088129496404
2rhkcz1b-1,1,1,0.86
2rhsqzqs-1,574,452,8.866156794425088
2rijpzsr-1,434,339,8.704905529953917
2rtfbwjw-1,490,370,11.256442857142858
2rw8m9hp-1,5,4,8.287
2scifh6o-1,69,52,11.466623188405798
2scifh6o-2,103,80,24.894893203883495
2scifh6o-3,52,43,33.873903846153844
2sjflaiv-1,241,201,5.875688796680498
2sm4gjdt-1,330,266,4.047927272727273
2sm5iy1l-1,3,1,35.257
2snkahit-1,202,167,5.001866336633663
2sor3ndr-1,610,461,12.428311475409837
2sqddvep-1,338,279,5.22819526627219
2susno15-1,1,1,0.813
2svzwsnb-1,1,1,1.024
2t14eyme-1,140,117,5.178964285714286
2tcve0kw-1,270,234,3.108585185185185
2thmckg3-1,491,383,6.622602851323829
2thqkn7p-1,24,19,6.705416666666667
2thqkn7p-2,344,286,7.761075581395349
2ti83aws-1,126,86,8.881642857142857
2ti83aws-2,260,229,9.511373076923077
2ti83aws-3,175,148,9.007965714285714
2tlkdn1o-1,290,241,8.115024137931034
2tql15jw-1,1566,1078,16.19221200510856
2tvkh99h-1,329,268,9.615398176291793
2tvsdn2z-1,641,451,12.178207488299531
2tzwjgzu-1,340,275,4.732305882352941
2uaq2zjz-1,4,4,4.047000000000001
2uhos5ss-1,290,248,6.561720689655173
2ui6g4dr-1,490,421,7.9409551020408164
2ujwk8dy-1,18,12,10.407944444444444
2ujwk8dy-2,169,134,9.024763313609467
2urozgur-1,242,205,4.221582644628099
2usramh5-1,339,272,6.126471976401179
