deviceId,event_count,total_time_spent,unique_content_count,first_seen,last_seen,active_days
0132b402-86e0-4c4d-beea-3436ad1d7b15,129,798.356,110,2023-06-27 06:45:37,2023-07-25 15:05:30,29
0138fd93-5ab1-44a6-9e72-08b3d6e05504,2379,24394.99,1828,2023-06-27 07:23:55,2023-07-25 17:01:38,29
0147204e-d38b-411c-996a-f5eabb18cb35,46,458.649,44,2023-06-30 06:10:06,2023-07-20 03:09:30,20
01507df1-1528-403f-9280-835f7c2f28c2,38,236.854,34,2023-07-20 04:02:39,2023-07-21 06:28:57,2
0152451b-dc48-4fc9-97a6-1cd0d7063420,27,148.182,19,2023-06-28 01:42:55,2023-07-16 11:14:48,19
0154e01e-ea2f-41a0-90c9-3cf3159a6d70,320,1007.871,140,2023-06-28 03:10:53,2023-07-25 14:20:31,28
0167264e-5cc5-461a-a982-38f85133e6a4,120,286.159,102,2023-06-30 03:30:50,2023-07-21 16:28:03,22
01729c5a-27c6-44f9-91ea-f30381a39899,19,365.101,18,2023-06-28 12:41:56,2023-07-24 17:04:46,27
017ff19d-8008-4229-8a4c-d3bc1644ab04,36,463.421,28,2023-07-07 08:10:14,2023-07-23 20:48:53,17
018088cb-e0f2-4d9d-b3d8-15b601ab3227,11,111.392,8,2023-06-27 11:02:58,2023-07-21 03:19:05,24
0180be57-8058-4fca-afd3-8125255a6070,198,1845.242,159,2023-06-27 04:34:01,2023-07-09 08:29:02,13
0185b818-d6d5-4055-99f5-ab81d6861f4f,11,79.262,4,2023-07-09 05:52:10,2023-07-09 05:54:14,1
018f5b92-dc48-47f1-a464-9e05a088edce,71,184.227,38,2023-07-12 16:29:32,2023-07-12 16:33:53,1
018fbdb2-0395-426d-a41f-5ef51913ba9c,9,40.731,5,2023-07-12 04:13:30,2023-07-12 04:14:23,1
019ba28f-8225-472b-a539-3e960627b0e3,24,228.114,17,2023-06-28 05:31:43,2023-07-01 17:05:34,4
019e8a35-7e4d-46fe-8c04-6253445b6a7d,63,603.415,53,2023-06-27 11:03:44,2023-07-20 04:30:43,23
01a97618-7bec-4f72-8652-f98d73ae77e9,7,29.68,7,2023-07-06 09:03:21,2023-07-08 02:33:47,2
01adedac-1984-48b8-988b-99cd77f0f3cc,2,4.85,2,2023-06-28 10:20:36,2023-07-19 06:12:45,21
01b471df-47a4-4b88-987a-37ca6f0ca1ff,384,7729.791,295,2023-06-27 01:41:46,2023-07-25 13:21:33,29
01c05da8-fcfc-4a39-9269-a7f57e1593d5,1,7.526,1,2023-07-23 15:38:20,2023-07-23 15:38:20,1
01c08689-3940-40c8-afbd-3402b11acd15,405,6028.186,340,2023-06-27 19:14:26,2023-07-25 11:06:14,28
01c28292-886f-483b-b407-7c1d1c085c0f,367,4400.265,232,2023-06-27 11:03:12,2023-07-24 03:18:20,27
01cc4d90-e76c-42fb-96d7-ddfe67308cda,40,337.505,26,2023-06-27 12:08:54,2023-07-22 10:05:05,25
01cd8ceb-bb98-4798-a57c-60e4835c904a,3,14.788,3,2023-07-02 12:25:27,2023-07-08 09:39:45,6
01ce805b-9b50-4347-898e-3c22d0cece1f,2267,14970.665,1903,2023-06-27 03:13:57,2023-07-25 20:18:37,29
01d2af6e-a66d-4d3c-a229-9297497c5cb7,382,3907.148,287,2023-06-27 06:41:28,2023-07-25 04:12:04,28
01d63249-1dfe-4428-834b-0885b24439ea,333,2870.639,274,2023-06-27 09:26:30,2023-07-24 16:38:54,28
01d8b7d6-c3ca-4768-97ee-6ef5e60c2be6,33,255.473,24,2023-07-09 16:56:20,2023-07-24 18:20:04,16
01dcfa33-f3d8-472a-a2ce-732405d5d6d2,1,0.87,1,2023-07-18 09:47:11,2023-07-18 09:47:11,1
01eb58a3-36d9-4c4d-9076-f65ff15ea457,15,80.178,13,2023-06-27 13:01:57,2023-07-23 11:27:40,26
01eeb7f7-742a-4f20-9486-12af502a8bf4,33,334.939,31,2023-07-07 13:00:41,2023-07-24 02:05:29,17
01fdd053-3e9c-4eda-8ec0-cc77f362fbca,3,8.368,1,2023-07-12 00:49:03,2023-07-12 00:49:15,1
02060b08-ba30-4f69-b681-5cd069d654b1,3,6.677,3,2023-07-13 15:41:17,2023-07-14 14:30:04,1
020f8d3e-6188-49cc-ae5b-d44be6b1072e,9,47.627,3,2023-07-09 18:39:56,2023-07-09 19:18:41,1
0215f91c-3c9a-4455-b308-f02e510ca7c3,193,2704.858,158,2023-06-28 08:52:04,2023-07-05 02:33:37,7
021c4214-eee8-4b5e-9a35-6deeb6f2be87,6562,13749.709,4536,2023-06-28 15:08:23,2023-07-23 13:02:25,25
022c50d8-d1df-44ab-9dd9-1ed3e774d7a9,26,160.487,20,2023-06-28 04:59:32,2023-07-22 15:15:30,25
02319670-14c5-44e8-ad3b-8b23afea4b3c,11,241.015,10,2023-06-27 07:01:10,2023-07-25 10:46:23,29
02325922-68fe-4217-8305-fffe52d6cfa3,3286,38763.462,2322,2023-06-27 04:06:48,2023-07-25 18:14:22,29
02332bca-c553-4f48-b0ca-4c8f35f68987,7,8.016,4,2023-07-15 16:19:57,2023-07-15 16:20:06,1
023845e6-4ae8-4de3-b83a-6d17e846b17d,10569,39603.907,8029,2023-06-27 01:30:15,2023-07-25 17:34:29,29
023a3c33-0015-4ae2-b34a-2bfa140562c2,12,68.223,9,2023-07-13 14:45:17,2023-07-13 14:46:46,1
023b350b-046a-4228-9a3a-99f48fca9daf,122,4039.668,75,2023-06-27 12:14:32,2023-07-25 13:05:07,29
0244ceb7-752a-499c-8a01-ec9b22821398,6,155.101,4,2023-07-02 08:23:57,2023-07-21 03:13:20,19
024776b1-4601-470b-b255-f015b639eb06,3,16.795,2,2023-07-19 09:56:42,2023-07-19 09:56:47,1
026b77bb-bb7f-423b-93aa-da5da31a032d,863,9436.243,613,2023-06-27 07:37:57,2023-07-25 14:20:19,29
0270a5da-69ac-4a39-bcda-8ec59f2ae799,7,89.723,6,2023-07-05 13:42:49,2023-07-22 17:07:56,18
02722bc0-4c9a-4e31-b963-e021b7cab8af,23,357.08299999999997,19,2023-06-27 01:39:30,2023-07-21 09:30:06,25
02727fe4-21eb-45ac-ada7-234d9d60d2d7,115,1091.234,111,2023-06-27 21:10:09,2023-07-20 19:55:23,23
028a961b-1e7a-4d7a-93a9-4e63aa588fdc,25,469.03200000000004,15,2023-06-30 14:31:39,2023-07-10 13:09:33,10
028e1636-dde6-4780-bb5d-3f63456b071b,1591,14744.969,1176,2023-06-27 02:56:07,2023-07-25 14:25:49,29
028e3579-1e3a-4f9b-9913-60d4246fd3a9,239,2499.275,150,2023-06-27 17:29:40,2023-07-25 13:14:56,28
02959288-4dfd-4572-9771-f1b0bdfae9a2,4,9.85,1,2023-07-12 07:43:35,2023-07-12 07:43:51,1
029bbc7f-a496-4590-b5ab-1fb606c87775,808,7027.711,641,2023-06-27 13:50:11,2023-07-25 14:26:56,29
029e718b-e340-4772-a6fa-f13068c73d47,15,317.99199999999996,12,2023-07-11 18:04:26,2023-07-25 22:45:38,15
02a54515-507c-40c7-bc40-af0caf57c384,199,2357.296,161,2023-06-28 12:43:02,2023-07-06 15:18:48,9
02a78e16-9cd0-4765-9f55-ea17bc1dbda9,64,711.93,47,2023-06-29 14:43:34,2023-07-15 01:08:37,16
02b0f188-d718-4307-98c7-04bd1f56318c,51,439.333,38,2023-07-17 09:01:56,2023-07-20 04:49:40,3
02b1cb50-83bc-47ad-9f22-30277393f0be,10,167.191,6,2023-07-04 00:04:23,2023-07-19 04:59:45,16
02b632e3-4cd8-4a5b-9773-b90beac8bf3f,198,1991.114,159,2023-06-27 14:32:23,2023-07-25 16:26:12,29
02b8879a-978e-4096-bee6-cc4f1d9d033c,156,800.585,124,2023-06-27 05:19:00,2023-07-24 09:43:29,28
02bce6b4-fcaa-4800-9e2f-22bb585de371,171,3771.1710000000003,90,2023-06-27 05:02:40,2023-07-25 10:27:26,29
02c2e838-8123-4a4b-92e3-beb8f86876a5,1788,18851.609,1527,2023-06-27 03:54:09,2023-07-25 19:24:50,29
02cbf7c0-47c9-42c0-a40f-796a27e8e059,456,15334.785,296,2023-06-27 03:01:19,2023-07-25 11:31:58,29
02d0664b-6c7e-44c4-90a1-096e1c34c8cd,79,291.82,64,2023-06-28 06:34:09,2023-07-21 09:03:51,24
02e2f1e0-0a6b-47ee-8070-864165e9b2e7,8,31.129,3,2023-07-12 04:51:18,2023-07-12 04:51:56,1
02e82643-ab5a-465a-8e52-7c396a15fd61,26,185.281,21,2023-06-27 13:31:53,2023-06-27 13:35:36,1
02e96d51-0d65-4944-920f-0cc61f4fa2eb,18,167.712,12,2023-06-28 06:03:35,2023-06-28 13:33:27,1
02fe6ff3-f355-4234-96e3-6b5ffdeb9469,4,58.044,3,2023-07-21 05:07:31,2023-07-24 09:38:09,4
030d8d8a-7886-484b-bb62-fac067c9f3ca,10,85.006,5,2023-07-05 03:01:56,2023-07-18 10:06:38,14
03124f65-d741-41aa-bd9c-6a4f2dcf533e,83,628.612,76,2023-06-29 07:51:13,2023-07-25 10:08:30,27
031441af-74e3-4ce2-bdf9-fcda750d218c,778,12704.383,692,2023-07-02 13:31:06,2023-07-25 03:33:38,23
03155cb7-b74b-46cd-bafe-b49855fdfca9,109,1181.989,67,2023-06-28 12:29:14,2023-07-23 08:19:20,25
0316691b-9c66-4774-9bd7-4ca765dcd928,135,877.775,102,2023-06-27 04:19:25,2023-07-20 14:56:42,24
03329fe7-1183-43ef-a563-2e3d5270bf6e,141,2138.354,120,2023-06-27 18:28:45,2023-07-25 13:32:13,28
03370b7a-6d47-45f2-b140-9e52c943359c,19,54.989,12,2023-06-28 16:37:27,2023-07-19 13:04:25,21
033c5420-1703-4cf4-a484-f3d4ce173684,13,257.073,13,2023-06-27 06:01:18,2023-06-30 12:11:32,4
034bcd37-7933-460f-a570-b21f84ee8fd1,47,1233.317,40,2023-07-01 18:28:51,2023-07-17 14:04:56,16
034d201e-26d7-4bfa-82c3-c51a8a6fa661,26,101.837,18,2023-06-29 04:55:36,2023-07-23 08:20:10,25
0354d223-c79d-4621-bc0a-46546189d89b,53,530.884,43,2023-06-27 05:33:46,2023-07-25 18:13:02,29
03580ddf-5082-4395-86f0-6ac604f0755a,426,6753.037,269,2023-06-27 09:57:10,2023-07-23 09:34:44,26
0359d90f-27c0-4d62-bc5f-b48928c5dc66,577,3813.955,509,2023-06-27 14:40:48,2023-07-25 16:50:18,29
035c069a-8540-4193-ba0f-65cb4ae62c56,558,15704.916,482,2023-06-27 05:24:33,2023-07-25 17:57:54,29
035f02df-42a1-4485-80d3-09f6572d0943,191,6822.059,129,2023-06-29 18:19:50,2023-07-25 16:55:52,26
0377838e-2b60-4b5d-9daa-d02220e21ae0,449,7415.46,342,2023-06-27 08:32:01,2023-07-25 13:09:50,29
03954942-0380-48f1-ae62-b3ff6b633e4b,48,740.64,19,2023-06-27 05:05:46,2023-07-25 09:00:12,29
03a1c58d-1408-48a7-86ed-eda0ec6f4282,7,46.098,6,2023-07-04 02:44:30,2023-07-25 04:06:32,22
03ba671f-1885-4f65-8a41-ab1836256bea,11,193.821,4,2023-07-14 02:06:51,2023-07-21 12:03:02,8
03c73af1-04f3-43c7-a6bf-02e6ee6a6e9d,643,6125.377,570,2023-06-27 17:26:14,2023-07-25 20:29:39,29
03caf125-512d-4901-96fa-aa98109a26ee,313,19905.115,268,2023-06-27 10:36:08,2023-07-25 04:11:08,28
03d2bff3-1779-4bea-a8d9-1df927bf3aca,90,577.462,75,2023-06-29 04:28:19,2023-07-25 06:01:17,27
03d70638-cad9-4d43-82ab-0b20d172b8e8,1,1.305,1,2023-07-17 11:03:01,2023-07-17 11:03:01,1
03d86859-5377-4a74-a8d2-99a75e9a6c0b,1,1.963,1,2023-07-20 09:20:07,2023-07-20 09:20:07,1
03d90b40-7943-499e-b31e-bccdf9fbc29f,691,11384.861,540,2023-06-27 16:32:52,2023-07-25 15:46:45,28
03f4dadc-9753-4026-84a2-f0614f53168c,185,1963.624,153,2023-06-27 05:37:21,2023-07-25 13:19:02,29
03f9d7c0-1a21-4d2c-a66a-cd0b7ab27dd6,1,0.984,1,2023-07-22 16:58:30,2023-07-22 16:58:30,1
03fdaba6-e168-45fb-bfc4-0415220726d0,121,671.557,99,2023-06-28 14:01:25,2023-07-25 18:12:22,28
040bc162-6247-4eaa-b5b2-f38660af6096,1,2.753,1,2023-07-25 17:28:18,2023-07-25 17:28:18,1
0413d061-7ea4-4093-bdea-3d7f06fa32aa,1,4.361,1,2023-07-11 07:25:35,2023-07-11 07:25:35,1
0418075f-0a5d-44a2-81fd-c4f647e4c441,5,64.96900000000001,4,2023-06-29 07:26:55,2023-06-29 07:28:29,1
041fd1ac-6e1b-42ac-846c-9deb5b17c660,2,7.164,2,2023-07-19 04:27:29,2023-07-19 04:27:31,1
042b4430-a15e-4ec2-b581-10a68dd90ef2,384,2165.647,330,2023-06-27 11:11:36,2023-07-25 13:16:26,29
042c9864-8446-4a19-b888-e3e8b294cdeb,304,1395.025,287,2023-07-06 01:39:08,2023-07-25 13:48:14,20
0434c041-713a-435b-9cb0-0229e903b60c,2650,32371.757,2176,2023-06-27 02:48:20,2023-07-25 08:15:02,29
0437ea1c-1a2c-448d-9f57-54b1bef6fffb,119,1553.704,93,2023-06-30 03:49:09,2023-07-08 08:36:18,9
0443fc36-66c6-42f1-a08b-27e8e80209ee,28,185.821,25,2023-07-01 03:13:44,2023-07-13 11:06:13,13
045143d5-2bd1-422b-b6b1-b835ed8ba046,5,41.17,3,2023-07-11 12:29:23,2023-07-25 06:34:23,14
04547f65-de22-4402-a37a-8f6c24b41cb7,5905,41564.532,5141,2023-06-27 04:33:55,2023-07-25 13:21:02,29
04595c6c-a284-4bab-9c62-cedb6356d2b7,178,1220.008,143,2023-06-27 06:47:34,2023-07-24 07:07:20,28
045e1fc0-3899-416c-a8e4-c0ca14187f9e,5,27.55,3,2023-06-30 14:02:46,2023-07-15 14:04:10,16
04634ec8-7f30-43ce-80c8-268c7a737223,7,23.353,3,2023-06-29 15:04:12,2023-07-12 18:37:10,14
04644161-3a1d-4e8f-a7ee-d203f418843f,89,781.672,73,2023-06-27 07:45:22,2023-07-25 12:24:26,29
0467364f-2c84-4c97-bf62-994298324805,8798,52769.729,5619,2023-06-27 02:54:26,2023-07-25 17:48:51,29
046eed07-6762-41b2-a123-f56bf90b7012,57,412.838,45,2023-07-21 07:38:57,2023-07-21 07:50:34,1
0472749c-9a96-4b13-9638-ba00affe91d9,148,4133.895,104,2023-06-27 08:04:44,2023-07-25 13:15:10,29
04764bfc-63da-4b12-b21f-3375ab83e225,113,1327.086,102,2023-07-07 13:16:30,2023-07-25 02:47:33,18
04771109-bd3f-4b54-9b7f-875e86d3dcdf,6,104.316,6,2023-06-27 04:42:06,2023-07-22 18:07:37,26
0477f316-cd13-44c0-ae57-1ef39158aed7,13,152.751,8,2023-07-05 15:26:44,2023-07-19 18:09:20,15
047d4380-e189-4860-80ca-3d6f34d056c2,353,2660.8399999999997,319,2023-07-02 11:03:54,2023-07-25 05:47:50,23
047e7ce2-cba1-4519-a8dd-ceb0c49c76dd,1,4.533,1,2023-07-16 00:38:13,2023-07-16 00:38:13,1
04801ae1-1b6f-4f97-b8a4-79409602fdb0,109,843.756,71,2023-06-28 11:17:22,2023-07-24 09:31:37,26
0481262a-5e87-498a-8c99-9b3364119b4f,100,923.185,80,2023-06-27 12:27:47,2023-07-25 07:07:35,28
0482aee6-daef-4dec-9c18-7b505af22ab4,3,4.915,2,2023-07-08 05:11:18,2023-07-23 11:30:47,16
0483be7d-928c-4333-941d-abd8912e2099,2340,13850.001,2042,2023-06-27 04:38:44,2023-07-25 04:16:34,28
0489d4ba-918c-4649-aedb-bbae14fe65d4,2,60.297999999999995,1,2023-06-30 02:42:18,2023-06-30 02:43:16,1
048dc83c-7a6d-4784-bfe7-9f1bd92a812c,11,69.235,4,2023-07-12 16:13:58,2023-07-12 16:15:27,1
048f4966-f41f-4359-ab4a-b9facec2b2cb,8,27.868,3,2023-07-12 12:05:29,2023-07-12 13:12:24,1
0492d62b-706e-46c8-83e8-9736c3ce99ce,12,38.048,10,2023-07-12 08:20:34,2023-07-12 08:21:15,1
04944c10-de16-4a17-a811-5057604a339f,3,8.209999999999999,2,2023-07-05 16:20:02,2023-07-05 16:38:35,1
04978ff6-80bb-4cd3-bcc2-7b6116f6e9b5,49,1206.171,21,2023-07-01 09:05:43,2023-07-25 03:42:46,24
049b40db-bfda-4f61-9118-708e831e9823,13165,38561.326,7266,2023-06-28 03:32:05,2023-07-25 11:03:10,28
04a097be-0649-46c4-92be-1c8ee92098fe,8,17.116,7,2023-07-12 08:58:46,2023-07-12 08:59:06,1
04a82a52-2cad-4518-9e96-cdef479fec6b,106,977.763,54,2023-07-09 16:25:43,2023-07-25 12:22:50,16
04a84fb8-09ab-4754-bd7a-9e82e72d96a8,3,23.18,3,2023-07-09 08:30:50,2023-07-23 15:16:15,15
04bb4a38-47d9-410f-a5a5-99dfcdd8320c,462,1871.1490000000001,359,2023-07-06 05:49:52,2023-07-24 07:13:59,19
04bce27a-5ef3-4c47-afa0-42bfa55f52ac,718,4391.543,353,2023-06-27 09:30:32,2023-07-25 13:51:56,29
04c103dc-7c18-4468-a3b0-3cc380c9ba45,124,324.813,79,2023-07-02 18:39:15,2023-07-25 01:28:25,23
04ca83d3-831f-4bd8-a09e-d2f8c671517c,8,9.551,6,2023-07-03 04:19:09,2023-07-24 13:37:58,22
04d6d78f-f0ff-40c2-8b4e-76bdf72bfc6c,236,3581.963,128,2023-06-27 08:09:14,2023-07-13 04:12:52,16
04db82fa-a4d7-4767-a223-5ae3d1288cb4,3,19.994999999999997,3,2023-07-01 06:01:51,2023-07-20 16:27:30,20
04dd8258-331a-42a4-83d2-241c0f062024,126,4529.923,99,2023-06-27 03:39:29,2023-07-25 19:07:30,29
04e48dd0-9bf5-46c6-8c74-534fbac65d16,14,262.51099999999997,8,2023-06-27 04:04:54,2023-07-04 10:43:31,8
04e7b882-e99e-4fbd-b153-c0af135071e0,78,1735.648,63,2023-06-28 12:58:27,2023-07-25 17:14:51,28
04eb63fd-4b88-4b43-a60f-b40881741d4f,41,216.397,28,2023-06-30 12:35:50,2023-07-18 05:56:39,18
04ee1821-ed84-4f3c-aaa8-81bea32987a0,612,3990.758,461,2023-06-28 07:59:53,2023-07-24 13:19:48,27
04eeee3a-4196-4aa0-b48f-1da82828e1a1,8,34.596,8,2023-06-29 11:25:18,2023-07-25 14:47:33,27
04f52ada-ac19-4344-ba07-a3e59b22d290,12,201.254,8,2023-06-27 20:24:49,2023-07-22 17:08:23,25
04fbb6bc-e0c1-4859-88dc-788e65369e69,140,957.425,120,2023-07-15 05:35:48,2023-07-21 05:42:44,7
0503d666-faeb-4218-b0d0-e09bbdeb5c47,592,16265.719,339,2023-06-27 03:25:03,2023-07-25 17:03:53,29
05150848-c345-4d46-a3d2-94a28880b96d,2,31.612000000000002,2,2023-07-02 15:45:58,2023-07-02 15:46:00,1
051af719-63fd-42f8-93d9-9f1c3d909db8,77,956.443,50,2023-06-29 11:35:37,2023-07-25 19:36:10,27
05308505-1e22-4954-b394-377a74afe29f,352,3862.018,243,2023-06-27 00:31:01,2023-07-25 16:06:42,29
054292b3-ea85-4bde-b701-ec116e207f15,11,202.287,7,2023-07-01 09:51:36,2023-07-07 18:02:45,7
054590cc-7d23-4007-a46e-d9cae4d4d1ff,1,1.683,1,2023-07-15 12:05:26,2023-07-15 12:05:26,1
0545fb62-e810-4cd7-b818-00a96a085372,422,8825.619,397,2023-06-27 07:11:24,2023-07-25 19:26:31,29
054782cf-fdaa-4585-8396-3da066d308a3,51,931.277,34,2023-07-06 08:25:29,2023-07-18 15:29:35,13
054a6736-267c-4928-927e-c8c9825930f1,31,217.61599999999999,24,2023-07-12 11:07:32,2023-07-12 11:11:44,1
054ad379-2850-41e9-9bb6-40bf11265211,288,1914.908,264,2023-06-27 05:52:39,2023-07-25 11:41:05,29
05588e74-f836-41bb-a527-a9d128a10e0d,88,309.461,55,2023-06-27 06:37:22,2023-07-18 16:34:49,22
05627de4-aeb2-45f9-a5c8-63f5efd2a1d4,40,180.59,34,2023-07-03 12:36:43,2023-07-24 17:00:26,22
05698f10-f1f5-4275-b38c-11aa31e65580,108,1189.478,91,2023-06-27 04:13:30,2023-07-22 13:27:55,26
056ea821-3bc9-4d7a-965f-ccbcf7aefbb3,5,23.575,3,2023-07-11 15:05:55,2023-07-11 15:06:16,1
05833499-abbf-44c9-a71f-3255b69e8ee9,6,77.994,6,2023-07-02 08:21:07,2023-07-17 08:03:49,15
05837cb4-fe54-49b2-ab37-d2048702e86b,111,1017.457,73,2023-06-28 17:10:12,2023-07-07 10:08:09,9
0584f389-ffef-4362-91cb-21807b5021a8,1543,7568.203,1340,2023-06-27 20:23:13,2023-07-25 23:59:55,29
05876a7f-7023-4d2a-ae2e-4930d295cfff,58,2065.1929999999998,37,2023-06-29 09:48:10,2023-07-20 05:53:15,21
0593267d-716b-4a84-adfc-d715a1f372bd,1,5.353,1,2023-07-11 13:53:58,2023-07-11 13:53:58,1
0598ff73-8c90-48c6-8966-1cb199086f96,115,273.839,92,2023-07-04 23:12:07,2023-07-21 17:35:47,17
0599595e-b74e-4162-be5a-5162cf0c92c4,22,230.945,15,2023-06-29 06:03:16,2023-07-25 16:56:30,27
059c999b-8735-4e03-b2d1-e631d2992573,13,170.1,7,2023-06-28 15:28:08,2023-07-05 06:06:04,7
059d816d-9910-4a4c-94f2-d2400d897b26,23,165.518,18,2023-06-29 15:05:04,2023-07-06 10:15:32,7
05af3967-d160-4cc8-84cd-22b73a97cfed,45,175.88,35,2023-07-12 10:56:09,2023-07-12 11:00:40,1
05b31dd2-f60b-4163-b7ec-4fe70345dc6c,98,1426.06,58,2023-06-27 07:16:58,2023-07-25 10:02:30,29
05c0544c-31c1-4449-b02b-12043859aaa4,19,228.52100000000002,10,2023-07-05 04:23:01,2023-07-25 16:20:50,21
05c54fe8-72f0-4f2a-bd5e-8441d468a862,209,2938.826,182,2023-06-27 02:34:56,2023-07-25 14:13:53,29
05db6d15-3d58-44e6-ba4f-4d3adcd6bcb1,18,214.487,15,2023-06-27 16:30:12,2023-07-25 05:24:58,28
05f86fec-f661-4cbb-bf9f-098d4ddf375f,8,44.003,5,2023-07-01 12:55:38,2023-07-20 07:03:34,19
05f8de3b-96c2-470d-b0b8-d79801e996dd,18,79.26,15,2023-06-30 14:50:45,2023-07-22 08:05:45,22
05fc3ca6-db7e-4c31-b830-cd31fc8d03c1,135,736.898,102,2023-06-27 05:57:05,2023-07-25 04:19:43,28
05fdced6-e9e9-4d33-854c-69237e0f1c1f,28,777.618,23,2023-07-06 11:34:12,2023-07-23 09:47:48,17
0609847f-3124-490f-971a-9ecac4db98a8,94,663.607,76,2023-07-01 01:30:25,2023-07-01 02:35:10,1
0614b369-cda4-4c44-9493-b9b390e500b5,25,184.655,10,2023-07-02 09:11:03,2023-07-23 10:06:37,22
0617b79a-f3f4-4adc-b969-fb2f50a4f5bd,268,2226.253,223,2023-06-28 04:19:59,2023-07-19 10:55:01,22
